CLAVE MONITOREO,CLAVE SITIO,NOMBRE DEL SITIO,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD,FECHA,Alk,Cond,Hard,TDS,Fe,Mn,F,FC,NO3N,As,Cd,Cr,Hg,Pb
OCPNO4500-130518,OCPNO4500,POZO CNA 1,2503,RIO MOCORITO,PACÍFICO NORTE,SINALOA,ANGOSTURA,ACUÍFERO RIO MOCORITO,SUBTERRÁNEO,POZO,25.36881,-108.1502,2018-08-02,368.5,895.0,319.8236,536.0,0.025,0.0015,0.3659,10.0,6.410254,0.0173,0.003,0.005,0.0005,0.005
OCPNO4500-231218,OCPNO4500,POZO CNA 1,2503,RIO MOCORITO,PACÍFICO NORTE,SINALOA,ANGOSTURA,ACUÍFERO RIO MOCORITO,SUBTERRÁNEO,POZO,25.36881,-108.1502,2018-12-09,313.92,936.0,292.152,592.0,0.025,0.0015,0.2955,10.0,7.146247,0.01,0.003,0.005,0.0005,0.005
OCPNO4500-041020,OCPNO4500,POZO CNA 1,2503,RIO MOCORITO,PACÍFICO NORTE,SINALOA,ANGOSTURA,ACUÍFERO RIO MOCORITO,SUBTERRÁNEO,POZO,25.36881,-108.1502,2020-10-01,328.56,909.0,312.7136,531.6,0.025,0.0015,0.3088,41.0,9.046731,0.01,0.003,0.005,0.0005,0.005
OCPNO4500-260921,OCPNO4500,POZO CNA 1,2503,RIO MOCORITO,PACÍFICO NORTE,SINALOA,ANGOSTURA,ACUÍFERO RIO MOCORITO,SUBTERRÁNEO,POZO,25.36881,-108.1502,2021-09-22,343.945,965.0,323.5788,545.6,0.025,0.0015,0.4032,886.0,8.096238,0.0105,0.003,0.005,0.0005,0.005
OCPNO4509-261014,OCPNO4509,POZO #1 BASE 10,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.56787,-108.45831,2014-10-26,284.4,1774.0,605.3,884.0,0.034,1.512,0.236,1.0,2.974,0.01,0.003,0.005,0.0005,0.005
OCPNO4509-150215,OCPNO4509,POZO #1 BASE 10,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.56787,-108.45831,2015-02-25,292.56,1203.0,533.12,768.0,0.025,1.404,0.2,1.0,3.7252,0.01,0.003,0.005,0.0005,0.005
OCPNO4509-190616,OCPNO4509,POZO #1 BASE 10,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.56787,-108.45831,2016-07-03,276.93,1138.0,488.45,767.0,0.025,1.442,0.2105,1.0,2.248698,0.01,0.003,0.005,0.0005,0.005
OCPNO4509-221017,OCPNO4509,POZO #1 BASE 10,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.56787,-108.45831,2017-09-29,266.5,1091.0,431.508,680.0,0.0586,2.23,0.2,10.0,0.44926,0.01,0.003,0.005,0.0005,0.005
OCPNO4509-231218,OCPNO4509,POZO #1 BASE 10,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.56787,-108.45831,2018-12-14,183.12,455.0,255.0717,326.0,0.06811,1.09,0.2015,10.0,0.22583,0.01194,0.003,0.005,0.0005,0.005
OCPNO4509-111020,OCPNO4509,POZO #1 BASE 10,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.56787,-108.45831,2020-10-06,183.15,710.0,248.725,394.6,0.0285,0.8283,0.2,10.0,0.130182,0.01,0.003,0.005,0.0005,0.005
OCPNO4509-031021,OCPNO4509,POZO #1 BASE 10,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.56787,-108.45831,2021-09-28,191.955,736.0,275.2824,460.2,0.0348,1.444,0.2,10.0,0.319694,0.01,0.003,0.005,0.0005,0.005
OCPNO4510-261014,OCPNO4510,POZO CNA EL VARAL,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.6375,-108.4194,2014-10-26,331.2,3910.0,1065.9,1924.0,0.083,2.232,0.279,1.0,5.428,0.01,0.003,0.005,0.00102,0.005
OCPNO4510-150215,OCPNO4510,POZO CNA EL VARAL,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.6375,-108.4194,2015-02-25,330.72,2820.0,1288.19,1832.0,0.3483,2.218,0.247175,1.0,6.2457,0.01,0.003,0.005,0.0005,0.005
OCPNO4510-190616,OCPNO4510,POZO CNA EL VARAL,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.6375,-108.4194,2016-07-03,342.76,3083.0,1143.78,2060.0,0.0441,2.519,0.2455,10.0,4.451284,0.01,0.003,0.005,0.0005,0.005
OCPNO4510-221017,OCPNO4510,POZO CNA EL VARAL,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.6375,-108.4194,2017-09-29,344.4,2710.0,965.756,1842.0,0.025,1.677,0.2551,10.0,4.76529,0.01,0.003,0.005,0.0005,0.005
OCPNO4510-270518,OCPNO4510,POZO CNA EL VARAL,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.6375,-108.4194,2018-06-26,363.59,2690.0,898.5672,1670.0,0.025,2.181,0.239,10.0,5.876047,0.01,0.003,0.005,0.0005,0.005
OCPNO4510-231218,OCPNO4510,POZO CNA EL VARAL,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.6375,-108.4194,2018-12-14,378.23,2520.0,1042.501,1916.0,0.03439,1.7934,0.3063,161.0,6.173205,0.01,0.003,0.005,0.0005,0.005
OCPNO4510-111020,OCPNO4510,POZO CNA EL VARAL,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.6375,-108.4194,2020-10-06,357.42,2830.0,927.2468,1850.6,0.3391,1.96,0.2437,20.0,7.966361,0.01,0.003,0.005,0.0005,0.005
OCPNO4510-031021,OCPNO4510,POZO CNA EL VARAL,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.6375,-108.4194,2021-09-28,347.73,2820.0,970.7364,1992.2,0.025,2.436,0.2374,464.0,8.683556,0.01,0.003,0.005,0.0005,0.005
OCPNO4512-020214,OCPNO4512,LA ENTRADA,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.5882,-108.579,2014-01-31,144.0,1582.0,570.0,1084.0,0.2048,0.0776,0.22,10.0,0.963,0.01,0.003,0.005,0.0005,0.005
OCPNO4512-220215,OCPNO4512,LA ENTRADA,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.5882,-108.579,2015-03-05,153.7,1607.0,373.78,1070.7,0.0593,0.0032,0.256586,1.0,0.8583,0.01,0.003,0.0064,0.0005,0.005
OCPNO4512-190616,OCPNO4512,LA ENTRADA,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.5882,-108.579,2016-07-03,149.44,1640.0,423.32,1108.0,0.025,0.0015,0.2447,1.0,0.766071,0.01,0.003,0.005,0.0005,0.005
OCPNO4512-221017,OCPNO4512,LA ENTRADA,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.5882,-108.579,2017-09-29,148.625,1891.0,437.6724,1254.0,0.025,0.0015,0.246,10.0,1.17499,0.01,0.003,0.005,0.0005,0.005
OCPNO4512-270518,OCPNO4512,LA ENTRADA,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.5882,-108.579,2018-06-26,148.32,1906.0,449.2836,1254.0,0.025,0.0015,0.2151,110.0,1.266653,0.01,0.003,0.005,0.0005,0.005
OCPNO4512-231218,OCPNO4512,LA ENTRADA,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.5882,-108.579,2018-12-14,152.6,1772.0,469.028,1182.0,0.025,0.0015,0.2425,10.0,1.796384,0.01,0.003,0.005,0.0005,0.005
OCPNO4512-111020,OCPNO4512,LA ENTRADA,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.5882,-108.579,2020-10-06,146.52,2052.0,437.756,1400.4,0.025,0.0015,0.2573,10.0,1.027339,0.01,0.003,0.005,0.0005,0.005
OCPNO4512-031021,OCPNO4512,LA ENTRADA,2502,RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,ACUÍFERO RIO SINALOA,SUBTERRÁNEO,POZO,25.5882,-108.579,2021-10-03,145.22,1761.0,518.648,1505.0,0.025,0.0015,0.2,75.0,1.058804,0.01,0.003,0.005,0.0005,0.005
OCPNO4526-070413,OCPNO4526,SAN MIGUEL ZAPOTITLAN,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.93934,-109.03926,2013-04-02,417.24,848.0,138.4968,542.72,0.0859,0.3597,1.0595,952.0,5.1828,0.2169,0.003,0.005,0.0005,0.005
OCPNO4526-090214,OCPNO4526,SAN MIGUEL ZAPOTITLAN,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.93934,-109.03926,2014-02-14,332.0,757.0,135.0,552.0,0.6347,0.3891,0.972,41.0,1.714,0.1378,0.003,0.005,0.0005,0.005
OCPNO4526-010315,OCPNO4526,SAN MIGUEL ZAPOTITLAN,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.93934,-109.03926,2015-03-06,451.0,1113.0,107.61,744.0,0.2104,0.2911,0.956791,20.0,4.6715,0.1772,0.003,0.005,0.0005,0.005
OCPNO4526-190616,OCPNO4526,SAN MIGUEL ZAPOTITLAN,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.93934,-109.03926,2016-07-02,298.87,682.0,105.83,468.0,0.073,0.4084,0.8508,1.0,1.696591,0.1143,0.003,0.005,0.0005,0.005
OCPNO4526-221017,OCPNO4526,SAN MIGUEL ZAPOTITLAN,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.93934,-109.03926,2017-10-23,235.04,535.0,79.911,346.0,0.1735,0.2683,0.6751,63.0,0.33513,0.089,0.003,0.005,0.0005,0.005
OCPNO4526M1-270518,OCPNO4526M1,POZO 38 BAJADA DE SAN MIGUEL,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO DEL RIO FUERTE,SUBTERRÁNEO,POZO,25.94262,-109.01929,2018-07-12,484.1,1210.0,210.6,784.0,0.0377,0.8204,0.801,41.0,10.303754,0.127,0.003,0.005,0.0005,0.005
OCPNO4526M1-231218,OCPNO4526M1,POZO 38 BAJADA DE SAN MIGUEL,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO DEL RIO FUERTE,SUBTERRÁNEO,POZO,25.94262,-109.01929,2018-12-22,435.6,1190.0,163.6824,766.0,0.1925,0.7165,1.0927,10.0,7.283794,0.1425,0.003,0.005,0.0005,0.005
OCPNO4531-260513,OCPNO4531,POZO CNA-350 BOCA DE ARROYO,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541,2013-05-22,204.97,510.0,265.034,326.4,0.1628,0.0015,0.4534,20.0,3.0753,0.01,0.003,0.005,0.0005,0.005
OCPNO4531-090314,OCPNO4531,POZO CNA-350 BOCA DE ARROYO,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541,2014-03-14,200.0,523.0,185.4,366.0,0.063,0.0015,0.495,1.0,2.798,0.01,0.003,0.005,0.0005,0.005
OCPNO4531-190415,OCPNO4531,POZO CNA-350 BOCA DE ARROYO,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541,2015-04-22,188.1,437.0,178.05,348.0,0.025,0.0015,0.447025,10.0,4.1716,0.01,0.003,0.005,0.0005,0.005
OCPNO4531-200316,OCPNO4531,POZO CNA-350 BOCA DE ARROYO,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541,2016-04-04,190.08,346.0,167.18,284.0,0.025,0.0015,0.377664,1.0,2.793356,0.01,0.003,0.005,0.0005,0.005
OCPNO4531-100917,OCPNO4531,POZO CNA-350 BOCA DE ARROYO,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541,2017-10-18,246.48,278.0,215.145,384.0,0.025,0.0015,0.3872,448.0,4.70838,0.01,0.003,0.005,0.0005,0.005
OCPNO4531-270518,OCPNO4531,POZO CNA-350 BOCA DE ARROYO,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541,2018-07-10,231.75,578.0,210.6,352.0,0.025,0.0015,0.4265,10.0,3.53428,0.01,0.003,0.005,0.0005,0.005
OCPNO4531-231218,OCPNO4531,POZO CNA-350 BOCA DE ARROYO,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541,2018-12-22,218.79,620.0,210.4488,372.0,0.025,0.0015,0.4698,10.0,4.05211,0.01,0.003,0.005,0.0005,0.005
OCPNO4531-031119,OCPNO4531,POZO CNA-350 BOCA DE ARROYO,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541,2019-10-31,244.08,531.0,224.521,392.0,0.025,0.0015,0.4079,10.0,4.990004,0.01,0.003,0.005,0.0005,0.005
OCPNO4531-111020,OCPNO4531,POZO CNA-350 BOCA DE ARROYO,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541,2020-10-06,238.65,624.0,216.8882,427.2,0.025,0.0015,0.4279,1872.0,6.253069,0.01,0.003,0.005,0.0005,0.005
OCPNO4531-031021,OCPNO4531,POZO CNA-350 BOCA DE ARROYO,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,EL FUERTE,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,26.3226,-108.74541,2021-09-28,230.145,641.0,203.4696,415.4,0.025,0.0015,0.4212,228.0,5.094112,0.01,0.003,0.005,0.0005,0.005
OCPNO4551-070413,OCPNO4551,POZO SAN JOSE DE AHOME,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.93188,-109.2598,2013-04-04,193.98,2111.0,252.9072,1351.04,3.295,0.2301,0.2,1.0,0.02,0.0882,0.003,0.0075,0.0005,0.005
OCPNO4551M1-010315,OCPNO4551,POZO SAN JOSE DE AHOME,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.93188,-109.2598,2015-10-07,249.24,716.0,230.18,492.0,0.1875,0.1275,0.261103,10.0,0.021553,0.0248,0.003,0.0093,0.0005,0.005
OCPNO4551M1-190616,OCPNO4551,POZO SAN JOSE DE AHOME,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.93188,-109.2598,2016-07-02,253.94,715.0,238.12,460.5,0.2228,0.1425,0.2348,10.0,0.02,0.0258,0.003,0.005,0.0005,0.005
OCPNO4551M1-221017,OCPNO4551M1,POZO 12 LAS QUINTAS,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.91714,-109.20195,2017-10-23,270.4,728.0,223.341,466.0,0.0348,0.1058,0.2472,10.0,0.04179,0.0288,0.003,0.005,0.0005,0.005
OCPNO4551M1-270518,OCPNO4551M1,POZO 12 LAS QUINTAS,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.91714,-109.20195,2018-06-27,258.53,751.0,222.618,462.0,0.101,0.1629,0.2329,10.0,0.02,0.0459,0.003,0.005,0.0005,0.005
OCPNO4551M1-231218,OCPNO4551M1,POZO 12 LAS QUINTAS,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.91714,-109.20195,2018-12-22,233.64,769.0,229.9348,484.0,0.0956,0.1607,0.2888,10.0,0.02,0.0354,0.003,0.005,0.0005,0.005
OCPNO4551M1-111020,OCPNO4551M1,POZO 12 LAS QUINTAS,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.91714,-109.20195,2020-10-06,160.95,393.0,155.2044,252.2,0.025,0.4764,0.3793,171.0,0.94495,0.0117,0.003,0.005,0.0005,0.005
OCPNO4551M1-031021,OCPNO4551M1,POZO 12 LAS QUINTAS,2501,RIO FUERTE,PACÍFICO NORTE,SINALOA,AHOME,ACUÍFERO RIO FUERTE,SUBTERRÁNEO,POZO,25.91714,-109.20195,2021-09-28,254.265,972.0,215.4384,431.4,0.025,0.1526,0.281,10.0,0.062383,0.0427,0.003,0.005,0.0005,0.005
OCPNO4572-210413,OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.34763,-107.32762,2013-04-15,222.63,567.0,278.992,362.88,0.1029,0.243,0.3194,86.0,3.1867,0.01,0.003,0.005,0.0005,0.005
OCPNO4572-160214,OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.34763,-107.32762,2014-02-19,208.0,888.0,494.0,645.0,0.6623,0.5633,0.287,110.0,7.084,0.01,0.003,0.005,0.0005,0.005
OCPNO4572-080315,OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.34763,-107.32762,2015-03-17,204.75,634.0,249.19,420.0,0.0368,0.343,0.303381,1.0,5.8266,0.01,0.003,0.005,0.0005,0.005
OCPNO4572-190616,OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.34763,-107.32762,2016-07-01,206.91,545.0,234.05,368.0,0.025,0.3025,0.4317,1.0,2.593491,0.01,0.003,0.005,0.0005,0.005
OCPNO4572-221017,OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.34763,-107.32762,2017-10-04,177.84,482.0,191.0964,286.0,0.025,0.262,0.2781,187.0,2.29622,0.01,0.003,0.005,0.0005,0.005
OCPNO4572-100618,OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.34763,-107.32762,2018-04-27,178.92,450.0,178.002,290.0,0.025,0.25475,0.3016,10.0,4.267449,0.01,0.003,0.005,0.0005,0.005
OCPNO4572-161218,OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.34763,-107.32762,2018-12-15,197.29,494.0,184.9674,358.0,0.025,0.2365,0.2892,10.0,5.286489,0.01,0.003,0.005,0.0005,0.005
OCPNO4572-130920,OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.34763,-107.32762,2020-09-09,187.245,526.0,219.12,374.3333,0.025,0.2667,0.2113,20.0,4.704914,0.01,0.003,0.005,0.0005,0.005
OCPNO4572-031021,OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.34763,-107.32762,2021-09-27,193.965,757.0,271.6464,471.0,0.025,0.3995,0.2384,85.0,10.000382,0.01,0.003,0.005,0.0005,0.005
OCPNO4575-210413,OCPNO4575,QUILA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.4151,-107.21882,2013-04-15,279.21,669.0,286.9632,428.16,0.025,0.0015,0.6656,1.0,7.8907,0.01,0.003,0.005,0.0005,0.005
OCPNO4575-160214,OCPNO4575,QUILA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.4151,-107.21882,2014-02-19,273.0,730.0,372.0,206.0,0.4819,0.0029,0.653,110.0,8.165,0.0143,0.003,0.005,0.000537,0.005
OCPNO4575-080315,OCPNO4575,QUILA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.4151,-107.21882,2015-03-18,278.1,757.0,262.4,484.0,0.031,0.0015,0.601174,52.0,7.4853,0.0169,0.003,0.005,0.0005,0.005
OCPNO4575-190616,OCPNO4575,QUILA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.4151,-107.21882,2016-07-01,306.19,778.0,293.07,512.0,0.025,0.0015,0.5795,249.0,6.457998,0.0145,0.003,0.005,0.0005,0.005
OCPNO4575-221017,OCPNO4575,QUILA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.4151,-107.21882,2017-10-04,284.96,724.0,254.7952,444.0,0.025,0.0015,0.6031,10.0,5.1048,0.0129,0.003,0.005,0.0005,0.005
OCPNO4575-100618,OCPNO4575,QUILA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.4151,-107.21882,2018-04-27,297.135,711.0,244.992,458.0,0.025,0.0015,0.6656,10.0,7.540403,0.0212,0.003,0.005,0.0005,0.005
OCPNO4575-161218,OCPNO4575,QUILA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.4151,-107.21882,2018-12-15,285.58,632.0,205.6076,448.0,0.025,0.0015,0.6439,10.0,8.277737,0.0174,0.003,0.005,0.0005,0.005
OCPNO4575-130920,OCPNO4575,QUILA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.4151,-107.21882,2020-09-09,286.89,783.0,258.96,486.0,0.025,0.0015,0.5687,10.0,11.134722,0.0123,0.003,0.005,0.0005,0.005
OCPNO4575-031021,OCPNO4575,QUILA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.4151,-107.21882,2021-09-27,274.365,821.0,245.6802,449.6,0.025,0.0015,0.6197,10.0,10.008197,0.0216,0.003,0.005,0.0005,0.005
OCPNO4577-140413,OCPNO4577,TABALA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.44365,-107.09189,2013-04-09,184.5,448.0,235.1504,286.72,0.0268,0.0244,0.3481,1.0,2.8869,0.01,0.003,0.005,0.0005,0.005
OCPNO4577-160214,OCPNO4577,TABALA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.44365,-107.09189,2014-02-19,143.0,437.0,250.0,292.0,0.5013,0.0248,0.401,31.0,1.877,0.01,0.003,0.005,0.0005,0.005
OCPNO4577-080315,OCPNO4577,TABALA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.44365,-107.09189,2015-03-18,168.92,465.0,181.23,264.0,0.025,0.0153,0.313836,1.0,0.792,0.01,0.003,0.005,0.0005,0.005
OCPNO4577-190616,OCPNO4577,TABALA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.44365,-107.09189,2016-07-01,202.73,784.0,307.32,496.0,0.025,0.0118,0.445,20.0,4.307682,0.01,0.003,0.005,0.0005,0.005
